881036;Panodic(ShenZhen) Electronics Limted;
18F87A;i3 International Inc.;
142DF5;Amphitech;
90F72F;Phillips Machine & Welding Co.;
B45570;Borea;
5C5015;Cisco Systems;
0CD2B5;Binatone Telecommunication Pvt. Ltd;
4846F1;Uros Oy;
1CD40C;Kriwan Industrie-Elektronik GmbH;
747B7A;ETH Inc.;
1C7C45;Vitek Industrial Video Products;
C8AE9C;Shanghai TYD Elecronic Technology Co. Ltd;
A44C11;Cisco Systems;
782544;Omnima Limited;
D4DF57;Alpinion Medical Systems;
5048EB;BEIJING HAIHEJINSHENG NETWORK TECHNOLOGY CO. LTD.;
40AC8D;Data Management;
54466B;Shenzhen CZTIC Electronic Technology Co.;
1C3477;Innovation Wireless;
4423AA;Farmage Co.;
A0EF84;Seine Image Int'l Co.;
AC7A42;iConnectivity;
5869F9;Fusion Transactive Ltd.;
B0C83F;Jiangsu Cynray IOT Co.;
CC14A6;Yichun MyEnergy Domain;
98D686;Chyi Lee industry Co.;
20443A;Schneider Electric Asia Pacific Ltd;
28C914;Taimag Corporation;
4C7897;Arrowhead Alarm Products Ltd;
AC0A61;Labor S.r.L.;
B482C5;Relay2;
60D1AA;Vishal Telecommunications Pvt Ltd;
CCC104;Applied Technical Systems;
709BA5;Shenzhen Y&D Electronics Co.;
EC42F0;ADL Embedded Solutions;
10BD18;Cisco Systems;
B0435D;NuLEDs;
A82BD6;Shina System Co.;
8CC7AA;Radinet Communications Inc.;
20014F;Linea Research Ltd;
80D18B;Hangzhou I'converge Technology Co.;
B4A4B5;Zen Eye Co.;
489153;Weinmann Geräte für Medizin GmbH + Co. KG;
549D85;EnerAccess inc;
5CEE79;Global Digitech Co LTD;
9CE10E;NCTech Ltd;
28F606;Syes srl;
A0C3DE;Triton Electronic Systems Ltd.;
AC3FA4;TAIYO YUDEN CO.;
0C130B;Uniqoteq Ltd.;
808698;Netronics Technologies Inc.;
2C00F7;XOS;
809393;Xapt GmbH;
00DEFB;Cisco Systems;
90AC3F;BrightSign LLC;
7CACB2;Bosch Software Innovations GmbH;
0043FF;KETRON S.R.L.;
745798;TRUMPF Laser GmbH + Co. KG;
38E08E;Mitsubishi Electric Corporation;
E4FA1D;PAD Peripheral Advanced Design Inc.;
4C9E80;KYOKKO ELECTRIC Co.;
A826D9;HTC Corporation;
F03A55;Omega Elektronik AS;
24B88C;Crenus Co.;
98BC57;SVA TECHNOLOGIES CO.LTD;
98FE03;Ericsson - North America;
F0EEBB;VIPAR GmbH;
54D0ED;AXIM Communications;
A49005;CHINA GREATWALL COMPUTER SHENZHEN CO.;
3055ED;Trex Network LLC;
D4A02A;Cisco Systems;
0463E0;Nome Oy;
BCA4E1;Nabto;
900A3A;PSG Plastic Service GmbH;
FC5B26;MikroBits;
5CC213;Fr. Sauter AG;
581D91;Advanced Mobile Telecom co.;
9CB008;Ubiquitous Computing Technology Corporation;
00376D;Murata Manufacturing Co.;
E0EF25;Lintes Technology Co.;
645EBE;Yahoo! JAPAN;
CCC50A;SHENZHEN DAJIAHAO TECHNOLOGY CO.;
D01AA7;UniPrint;
B08E1A;URadio Systems Co.;
E05DA6;Detlef Fink Elektronik & Softwareentwicklung;
0C7523;BEIJING GEHUA CATV NETWORK CO.;
BC2C55;Bear Flag Design;
04F4BC;Xena Networks;
608C2B;Hanson Technology;
EC1120;FloDesign Wind Turbine Corporation;
C495A2;SHENZHEN WEIJIU INDUSTRY AND TRADE DEVELOPMENT CO.;
0C9E91;Sankosha Corporation;
F48771;Infoblox;
04F021;Compex Systems Pte Ltd;
8823FE;TTTech Computertechnik AG;
98AAD7;BLUE WAVE NETWORKING CO LTD;
20107A;Gemtek Technology Co.;
502267;PixeLINK;
9092B4;Diehl BGT Defence GmbH & Co. KG;
806007;RIM;
38A851;Moog;
90185E;Apex Tool Group GmbH & Co OHG;
649EF3;Cisco Systems;
34D09B;MobilMAX Technology Inc.;
087572;Obelux Oy;
9C1FDD;Accupix Inc.;
506441;Greenlee;
80946C;TOKYO RADAR CORPORATION;
00FA3B;CLOOS ELECTRONIC GMBH;
28CD1C;Espotel Oy;
D824BD;Cisco Systems;
D878E5;KUHN SA;
C49300;8Devices;
4C3910;Newtek Electronics co.;
5808FA;Fiber Optic & telecommunication INC.;
7C94B2;Philips Healthcare PCCI;
200505;RADMAX COMMUNICATION PRIVATE LIMITED;
5848C0;COFLEC;
C8F704;Building Block Video;
C8AF40;marco Systemanalyse und Entwicklung GmbH;
AC319D;Shenzhen TG-NET Botone Technology Co.;
08D09F;Cisco Systems;
B81413;Keen High Holding(HK) Ltd.;
2037BC;Kuipers Electronic Engineering BV;
A887ED;ARC Wireless LLC;
983571;Sub10 Systems Ltd;
B05CE5;Nokia Corporation;
CC6BF1;Sound Masking Inc.;
94AE61;Alcatel Lucent;
7CA61D;MHL;
5CCEAD;CDYNE Corporation;
9CA3BA;SAKURA Internet Inc.;
709756;Happyelectronics Co.;
D4206D;HTC Corporation;
1866E3;Veros Systems;
94DE0E;SmartOptics AS;
A429B7;bluesky;
7C6B33;Tenyu Tech Co. Ltd.;
CCB8F1;EAGLE KINGDOM TECHNOLOGIES LIMITED;
DC2E6A;HCT. Co.;
34255D;Shenzhen Loadcom Technology Co.;
1897FF;TechFaith Wireless Technology Limited;
8C8E76;taskit GmbH;
B4D8DE;iota Computing;
54CDA7;Fujian Shenzhou Electronic Co.;
1000FD;LaonPeople;
603553;Buwon Technology;
B89BC9;SMC Networks Inc;
48022A;B-Link Electronic Limited;
48A6D2;GJsun Optical Science and Tech Co.;
186D99;Adanis Inc.;
D44B5E;TAIYO YUDEN CO.;
B40C25;Palo Alto Networks;
40BF17;Digistar Telecom. SA;
E4AFA1;HES-SO;
58920D;Kinetic Avionics Limited;
84D32A;IEEE 1905.1;
F8E7B5;µTech Tecnologia LTDA;
0462D7;ALSTOM HYDRO FRANCE;
CCC8D7;CIAS Elettronica srl;
64AE0C;Cisco Systems;
A446FA;AmTRAN Video Corporation;
2804E0;FERMAX ELECTRONICA S.A.U.;
FC01CD;FUNDACION TEKNIKER;
88E7A6;iKnowledge Integration Corp.;
98E79A;Foxconn(NanJing) Communication Co.;
54F5B6;ORIENTAL PACIFIC INTERNATIONAL LIMITED;
34A55D;TECHNOSOFT INTERNATIONAL SRL;
D0C282;Cisco Systems;
449CB5;Alcomp;
24E6BA;JSC Zavod im. Kozitsky;
8C8A6E;ESTUN AUTOMATION TECHNOLOY CO.;
E0ED1A;vastriver Technology Co.;
685E6B;PowerRay Co.;
4C32D9;M Rutty Holdings Pty. Ltd.;
603FC5;COX CO.;
182B05;8D Technologies;
54A9D4;Minibar Systems;
08A12B;ShenZhen EZL Technology Co.;
94319B;Alphatronics BV;
08FC52;OpenXS BV;
205B5E;Shenzhen Wonhe Technology Co.;
3CC99E;Huiyang Technology Co.;
C8A1BA;Neul Ltd;
AC02EF;Comsis;
C43A9F;Siconix Inc.;
0418B6;Private;
D4024A;Delphian Systems LLC;
84248D;Zebra Technologies Inc;
24EC99;ASKEY COMPUTER CORP;
B8621F;Cisco Systems;
B45CA4;Thing-talk Wireless Communication Technologies Corporation Limited;
AC8ACD;ROGER D.Wensker;
984246;SOL INDUSTRY PTE.;
28A574;Miller Electric Mfg. Co.;
3826CD;ANDTEK;
C436DA;Rusteletech Ltd.;
00FC70;Intrepid Control Systems;
D0AFB6;Linktop Technology Co.;
444F5E;Pan Studios Co.;
0C3956;Observator instruments;
A49981;FuJian Elite Power Tech CO.;
B83A7B;Worldplay (Canada) Inc.;
783F15;EasySYNC Ltd.;
88B168;Delta Control GmbH;
20B399;Enterasys;
18B79E;Invoxia;
147411;RIM;
5C56ED;3pleplay Electronics Private Limited;
0838A5;Funkwerk plettac electronic GmbH;
BCCD45;VOISMART;
78028F;Adaptive Spectrum and Signal Alignment (ASSIA);
D4A425;SMAX Technology Co.;
98F8DB;Marini Impianti Industriali s.r.l.;
140708;Private;
24C9DE;Genoray;
605464;Eyedro Green Solutions Inc.;
54055F;Alcatel Lucent;
405539;Cisco Systems;
B8BEBF;Cisco Systems;
38FEC5;Ellips B.V.;
24C86E;Chaney Instrument Co.;
D4D898;Korea CNO Tech Co.;
5070E5;He Shan World Fair Electronics Technology Limited;
28EE2C;Frontline Test Equipment;
802275;Beijing Beny Wave Technology Co Ltd;
BC8199;BASIC Co.;
24470E;PentronicAB;
A4DB2E;Kingspan Environmental Ltd;
F44EFD;Actions Semiconductor Co.;
34BCA6;Beijing Ding Qing Technology;
D4C1FC;Nokia Corporation;
48DCFB;Nokia Corporation;
688470;eSSys Co.;
F08BFE;COSTEL.;
5435DF;Symeo GmbH;
F43D80;FAG Industrial Services GmbH;
D4F0B4;Napco Security Technologies;
40B3FC;Logital Co. Limited ;
D05FCE;Hitachi Data Systems;
8C82A8;Insigma Technology Co.;
3C2763;SLE quality engineering GmbH & Co. KG;
A44B15;Sun Cupid Technology (HK) LTD;
508ACB;SHENZHEN MAXMADE TECHNOLOGY CO.;
7032D5;Athena Wireless Communications Inc;
7CF0BA;Linkwell Telesystems Pvt Ltd;
CCC62B;Tri-Systems Corporation;
ACF97E;ELESYS INC.;
4C7367;Genius Bytes Software Solutions GmbH;
DC2B66;InfoBLOCK S.A. de C.V.;
14F0C5;Xtremio Ltd.;
C027B9;Beijing National Railway Research & Design Institute  of Signal & Communication Co.;
70A41C;Advanced Wireless Dynamics S.L.;
285132;Shenzhen Prayfly Technology Co.;
4C3B74;VOGTEC(H.K.) Co.;
509772;Westinghouse Digital;
D85D84;CAx soft GmbH;
78A683;Precidata;
BC6784;Environics Oy;
B4E0CD;Fusion-io;
50AF73;Shenzhen Bitland Information Technology Co.;
488E42;DIGALOG GmbH;
286046;Lantech Communications Global;
A424B3;FlatFrog Laboratories AB;
A4856B;Q Electronics Ltd;
84EA99;Vieworks;
DCCBA8;Explora Technologies Inc;
58EECE;Icon Time Systems;
A41BC0;Fastec Imaging Corporation;
E01F0A;Xslent Energy Technologies. LLC;
F40321;BeNeXt B.V.;
00B033;OAO Izhevskiy radiozavod;
707EDE;NASTEC LTD.;
CCBE71;OptiLogix BV;
7CDD90;Shenzhen Ogemray Technology Co.;
C07E40;SHENZHEN XDK COMMUNICATION EQUIPMENT CO.;
E44F29;MA Lighting Technology GmbH;
6CAB4D;Digital Payment Technologies;
60DA23;Estech Co.;
28F358;2C - Trifonov & Co;
304C7E;Panasonic Electric Works Automation Controls Techno Co.;
64D1A3;Sitecom Europe BV;
3831AC;WEG;
2C7ECF;Onzo Ltd;
10E3C7;Seohwa Telecom;
E84040;Cisco Systems;
0C8112;Private;
7C7D41;Jinmuyu Electronics Co.;
4C1480;NOREGON SYSTEMS;
60F673;TERUMO CORPORATION;
E48AD5;RF WINDOW CO.;
24F0FF;GHT Co.;
4C07C9;COMPUTER OFFICE Co.;
40F4EC;Cisco Systems;
2872F0;ATHENA;
9C807D;SYSCABLE Korea Inc.;
180B52;Nanotron Technologies GmbH;
64DE1C;Kingnetic Pte Ltd;
540496;Gigawave LTD;
C8C126;ZPM Industria e Comercio Ltda;
041D10;Dream Ware Inc.;
88DD79;Voltaire;
4468AB;JUIN COMPANY;
902E87;LabJack;
C8208E;Storagedata;
00B342;MacroSAN Technologies Co.;
4CB9C8;CONET CO.;
0474A1;Aligera Equipamentos Digitais Ltda;
1064E2;ADFweb.com s.r.l.;
CC34D7;GEWISS S.P.A.;
B4CFDB;Shenzhen Jiuzhou Electric Co.;
C46354;U-Raku;
20FEDB;M2M Solution S.A.S.;
405FBE;RIM;
E05B70;Innovid;
043604;Gyeyoung I&T;
34F968;ATEK Products;
D0D0FD;Cisco Systems;
706417;ORBIS TECNOLOGIA ELECTRICA S.A.;
64FC8C;Zonar Systems;
28ED58;JAG Jakob AG;
9873C4;Sage Electronic Engineering LLC;
B8797E;Secure Meters (UK) Limited;
2005E8;OOO InProMedia;
E0D10A;Katoudenkikougyousyo co ltd;
1C0656;IDY Corporation;
C44B44;Omniprint Inc.;
6015C7;IdaTech;
188ED5;TP Vision Belgium N.V. - innovation site Brugge;
8CE7B3;Sonardyne International Ltd;
0034F1;Radicom Research;
A8B0AE;LEONI ;
60893C;Thermo Fisher Scientific P.O.A.;
5C17D3;LGE ;
70A191;Trendsetter Medical;
58BC27;Cisco Systems;
34D2C4;RENA GmbH Print Systeme;
E0A670;Nokia Corporation;
E061B2;HANGZHOU ZENOINTEL TECHNOLOGY CO.;
4491DB;Shanghai Huaqin Telecom Technology Co.;
14D76E;CONCH ELECTRONIC Co.;
CC6B98;Minetec Wireless Technologies;
C4CD45;Beijing Boomsense Technology CO.;
D0BB80;SHL Telemedicine International Ltd.;
1C83B0;Linked IP GmbH;
F065DD;Primax Electronics Ltd.;
706582;Suzhou Hanming Technologies Co.;
94C7AF;Raylios Technology;
6854F5;enLighted Inc;
008C10;Black Box Corp.;
20A2E7;Lee-Dickens Ltd;
8CDD8D;Wifly-City System Inc.;
EC98C1;Beijing Risbo Network Technology Co.;
ECC38A;Accuenergy (CANADA) Inc;
D48FAA;Sogecam Industrial;
38A95F;Actifio Inc;
A0DDE5;SHARP Corporation;
94A7BC;BodyMedia;
6C9B02;Nokia Corporation;
C89383;Embedded Automation;
D49E6D;Wuhan Zhongyuan Huadian Science & Technology Co.;
94F720;Tianjin Deviser Electronics Instrument Co.;
EC2368;IntelliVoice Co.;
04DD4C;Velocytech;
B4C810;UMPI Elettronica;
38580C;Panaccess Systems GmbH;
24AF54;NEXGEN Mediatech Inc.;
F0F9F7;IES GmbH & Co. KG;
CC0CDA;Miljovakt AS;
C01242;Alpha Security Products;
90507B;Advanced PANMOBIL Systems GmbH & Co. KG;
00B5D6;Omnibit Inc.;
F893F3;VOLANS;
7C3E9D;PATECH;
4C60D5;airPointe of New Hampshire;
D45297;nSTREAMS Technologies;
78EC22;Shanghai Qihui Telecom Technology Co.;
F8D756;Simm Tronic Limited ;
E087B1;Nata-Info Ltd.;
A8B1D4;Cisco Systems;
4CBAA3;Bison Electronics Inc.;
EC7C74;Justone Technologies Co.;
3C1A79;Huayuan Technology CO.;
30E48E;Vodafone UK;
08512E;Orion Diagnostica Oy;
9CF61A;UTC Fire and Security;
C802A6;Beijing Newmine Technology;
C84C75;Cisco Systems;
284C53;Intune Networks;
102D96;Looxcie Inc.;
3037A6;Cisco Systems;
ACEA6A;GENIX INFOCOMM CO.;
5C35DA;There Corporation Oy;
005218;Wuxi Keboda Electron Co.Ltd;
08F2F4;Net One Partners Co.;
68EFBD;Cisco Systems;
183BD2;BYD Precision Manufacture Company Ltd.;
F45595;HENGBAO Corporation LTD.;
C08B6F;S I Sistemas Inteligentes Eletrônicos Ltda;
BCA9D6;Cyber-Rain;
0CDDEF;Nokia Corporation;
80C63F;Remec Broadband Wireless ;
F09CBB;RaonThink Inc.;
FCE23F;CLAY PAKY SPA;
B0E39D;CAT SYSTEM CO.;
78A6BD;DAEYEON Control&Instrument Co;
481249;Luxcom Technologies Inc.;
B43DB2;Degreane Horizon;
C4823F;Fujian Newland Auto-ID Tech. Co;
F4C795;WEY Elektronik AG;
087695;Auto Industrial Co.;
ACCE8F;HWA YAO TECHNOLOGIES CO.;
042F56;ATOCS (Shenzhen) LTD;
084E1C;H2A Systems;
A4B121;Arantia 2010 S.L.;
9889ED;Anadem Information Inc.;
147373;TUBITAK UEKAE;
982D56;Resolution Audio;
00A2DA;INAT GmbH;
6C3E9C;KE Knestel Elektronik GmbH;
F89D0D;Control Technology Inc.;
1010B6;McCain Inc;
081FF3;Cisco Systems;
5CE286;Nortel Networks;
2CCD27;Precor Inc;
6C5E7A;Ubiquitous Internet Telecom Co.;
D828C9;General Electric Consumer and Industrial;
C86C1E;Display Systems Ltd;
EC6C9F;Chengdu Volans Technology CO.;
CCCC4E;Sun Fountainhead USA. Corp ;
60D30A;Quatius Limited;
BC9DA5;DASCOM Europe GmbH;
942E63;Finsécur;
C8D2C1;Jetlun (Shenzhen) Corporation;
F0BCC8;MaxID (Pty) Ltd;
406186;MICRO-STAR INT'L CO.;
74E537;RADSPIN;
7C08D9;Shanghai B-Star Technology Co;
448E81;VIG;
2046F9;Advanced Network Devices (dba:AND);
0C8230;SHENZHEN MAGNUS TECHNOLOGIES CO.;
50934F;Gradual Tecnologia Ltda.;
34EF8B;NTT Communications Corporation;
38E98C;Reco S.p.A.;
F02408;Talaris (Sweden) AB;
A06986;Wellav Technologies Ltd;
F02FD8;Bi2-Vision;
C86CB6;Optcom Co.;
C45976;Fugoo Coorporation;
B0C8AD;People Power Company;
A870A5;UniComm Inc.;
80177D;Nortel Networks;
E8DAAA;VideoHome Technology Corp.;
647D81;YOKOTA INDUSTRIAL CO;
8891DD;Racktivity;
C4198B;Dominion Voting Systems Corporation;
C83A35;Tenda Technology Co.;
F4ACC1;Cisco Systems;
584CEE;Digital One Technologies;
E064BB;DigiView S.r.l.;
4C63EB;Application Solutions (Electronics and Vision) Ltd;
C01E9B;Pixavi AS;
64168D;Cisco Systems;
24D2CC;SmartDrive Systems Inc.;
7C6C8F;AMS NEVE LTD;
C4E17C;U2S co.;
A8C222;TM-Research Inc.;
50252B;Nethra Imaging Incorporated;
A4DA3F;Bionics Corp.;
9C4E8E;ALT Systems Ltd;
448312;Star-Net;
687924;ELS-GmbH & Co. KG;
38BB23;OzVision America LLC;
003A99;Cisco Systems;
04C05B;Tigo Energy;
5C1437;Thyssenkrupp Aufzugswerke GmbH;
9C55B4;I.S.E. S.r.l.;
DC2C26;Iton Technology Limited;
4CC452;Shang Hai Tyd. Electon Technology Ltd.;
F0C24C;Zhejiang FeiYue Digital Technology Co.;
08184C;A. S. Thomas;
5CE223;Delphin Technology AG;
FC6198;NEC Personal Products;
F871FE;The Goldman Sachs Group;
D8C3FB;DETRACOM;
201257;Most Lucky Trading Ltd;
D49C28;JayBird LLC;
A03A75;PSS Belgium N.V.;
746B82;MOVEK ;
0C8411;A.O. Smith Water Products;
F8E968;Egker Kft.;
E8DFF2;PRF Co.;
006440;Cisco Systems;
D0E40B;Wearable Inc.;
AC867E;Create New Technology (HK) Limited Company;
58F67B;Xia Men UnionCore Technology LTD.;
A02EF3;United Integrated Services Co.;
A8CE90;CVC;
00271F;MIPRO Electronics Co.;
00271A;Geenovo Technology Ltd.;
002714;Grainmustards;
002717;CE Digital(Zhenjiang)Co.;
002708;Nordiag ASA;
002701;INCOstartec GmbH;
002702;SolarEdge Technologies;
0026FB;AirDio Wireless;
0026F5;XRPLUS Inc.;
002632;Instrumentation Technologies d.d.;
00262C;IKT Advanced Technologies s.r.o.;
002626;Geophysical Survey Systems;
00261F;SAE Magnetics (H.K.) Ltd.;
002620;ISGUS GmbH;
00261A;Femtocomm System Technology Corp.;
002613;Engel Axil S.L.;
00260D;Mercury Systems;
0025D8;KOREA MAINTENANCE;
0025CC;Mobile Communications Korea Incorporated;
0025C5;Star Link Communication Pvt. Ltd.;
0025C6;kasercorp;
0025C0;ZillionTV Corporation;
0025B4;Cisco Systems;
0025B9;Cypress Solutions Inc;
0025AD;Manufacturing Resources International;
002600;TEAC Australia Pty Ltd.;
002607;Enabling Technology Pty Ltd;
0025FB;Tunstall Healthcare A/S;
0025FA;J&M Analytik AG;
0025F6;netTALK.com;
0025EF;I-TEC Co.;
0025E9;i-mate Development;
002690;I DO IT;
00268A;Terrier SC Ltd;
002689;General Dynamics Robotic Systems;
002684;KISAN SYSTEM;
002683;Ajoho Enterprise Co.;
00267D;A-Max Technology Macao Commercial Offshore Company Limited;
002677;DEIF A/S;
002671;AUTOVISION Co.;
00266A;ESSENSIUM NV;
0026EF;Technology Advancement Group;
0026E9;SP Corp;
0026DC;Optical Systems Design;
0026D6;Ningbo Andy Optoelectronic Co.;
0026CF;DEKA R&D;
0026D0;Semihalf;
0026CA;Cisco Systems;
0026C9;Proventix Systems;
0026C3;Insightek Corp.;
002664;Core System Japan;
002658;T-Platforms (Cyprus) Limited;
002645;Circontrol S.A.;
00263F;LIOS Technology GmbH;
002639;T.M. Electronics;
0026B3;Thales Communications Inc;
0026AD;Arada Systems;
0026A9;Strong Technologies Pty Ltd;
0026A3;FQ Ingenieria Electronica S.A.;
00269C;ITUS JAPAN CO. LTD;
002696;NOOLIX Co.;
002484;Bang and Olufsen Medicom a/s;
002486;DesignArt Networks;
00247F;Nortel Networks;
002478;Mag Tech Electronics Co Limited;
002471;Fusion MultiSystems dba Fusion-io;
002473;3COM EUROPE LTD;
002460;Giaval Science Development Co. Ltd.;
00245B;RAIDON TECHNOLOGY;
00244E;RadChips;
002447;Kaztek Systems;
002442;Axona Limited;
00243D;Emerson Appliance Motors and Controls;
002528;Daido Signal Co.;
002523;OCP Inc.;
00251E;ROTEL TECHNOLOGIES;
002519;Viaas Inc;
002514;PC Worth Int'l Co.;
00250D;GZT Telkom-Telmor sp. z o.o.;
002506;A.I. ANTITACCHEGGIO ITALIA SRL;
002508;Maquet Cardiopulmonary AG;
00257A;CAMCO Produktions- und Vertriebs-GmbH für  Beschallungs- und Beleuchtungsanlagen;
00257F;CallTechSolution Co.;
002573;ST Electronics (Info-Security) Pte Ltd;
00256E;Van Breda B.V.;
00256D;Broadband Forum;
002560;Ibridge Networks & Communications Ltd.;
00255B;CoachComm;
0024E2;HASEGAWA ELECTRIC CO.;
0024DB;Alcohol Monitoring Systems;
0024CF;Inscape Data Corporation;
0024C8;Broadband Solutions Group;
0024C3;Cisco Systems;
0024C0;NTI COMODO INC;
0024B6;Seagate Technology;
0024BB;CENTRAL Corporation;
0024B1;Coulomb Technologies;
0024AA;Dycor Technologies Ltd.;
0024A3;Sonim Technologies Inc;
00249E;ADC-Elektronik GmbH;
00248B;HYBUS CO.;
002492;Motorola;
002497;Cisco Systems;
002554;Pixel8 Networks;
00254D;Singapore Technologies Electronics Limited;
00254E;Vertex Wireless Co.;
002537;Runcom Technologies Ltd.;
00253E;Sensus Metering Systems;
002541;Maquet Critical Care AB;
00252D;Kiryung Electronics;
0025A6;Central Network Solution Co.;
0025A1;Enalasys;
00259A;CEStronics GmbH;
002593;DatNet Informatikai Kft.;
002594;Eurodesign BG LTD;
00258E;The Weather Channel;
00258A;Pole/Zero Corporation;
002589;Hills Industries Limited;
002584;Cisco Systems;
002501;JSC Supertel;
0024FA;Hilger u. Kern GMBH;
0024F5;NDS Surgical Imaging;
0024EE;Wynmax Inc.;
0024E7;Plaster Networks;
0023F2;TVLogic;
0023E8;Demco Corp.;
0023E1;Cavena Image Products AB;
0023DC;Benein;
0023DB;saxnet gmbh;
0023C9;Sichuan Tianyi Information Science & Technology Stock CO.;
0023CE;KITA DENSHI CORPORATION;
0023D5;WAREMA electronic GmbH;
002421;MICRO-STAR INT'L CO.;
002414;Cisco Systems;
002415;Magnetic Autocontrol GmbH;
00240F;Ishii Tool & Engineering Corporation;
002408;Pacific Biosciences;
002402;Op-Tection GmbH;
0023FC;Ultra Stereo Labs;
0023CF;CUMMINS-ALLISON CORP.;
0023C2;SAMSUNG Electronics. Co. LTD;
0023B6;SECURITE COMMUNICATIONS / HONEYWELL;
0023BC;EQ-SYS GmbH;
0023AA;HFR;
0023A9;Beijing Detianquan Electromechanical Equipment Co.;
00233C;Alflex;
00233B;C-Matic Systems Ltd;
002335;Linkflex Co.;
00232D;SandForce;
002328;ALCON TELECOMMUNICATIONS CO.;
002321;Avitech International Corp;
0022F8;PIMA Electronic Systems Ltd.;
00231F;Guangda Electronic & Telecommunication Technology Development Co.;
0022E6;Intelligent Data;
0022E0;Atlantic Software Technologies S.r.L.;
0022DF;TAMUZ Monitors;
0022DA;ANATEK;
0022D3;Hub-Tech;
0022CD;Ared Technology Co.;
0022C4;epro GmbH;
0022C9;Lenord;
0022BF;SieAmp Group of Companies;
0022B9;Analogix Seminconductor;
0022BA;HUTH Elektronik Systeme GmbH;
00239D;Mapower Electronics Co.;
002392;Proteus Industries Inc.;
00238D;Techno Design Co.;
002388;V.T. Telematica S.p.a.;
002383;InMage Systems Inc;
00237C;NEOTION;
002324;G-PRO COMPUTER;
002431;Uni-v co.;
00241B;iWOW Communications Pte Ltd;
002422;Knapp Logistik Automation GmbH;
002427;SSI COMPUTER CORP;
002373;GridIron Systems;
002367;UniControls a.s.;
00236E;Burster GmbH & Co KG;
00236D;ResMed Ltd;
002360;Lookit Technology Co.;
00235B;Gulfstream;
002316;KISAN ELECTRONICS CO;
00230F;Hirsch Electronics Corporation;
00230A;ARBURG GmbH & Co KG;
002309;Janam Technologies LLC;
002303;LITE-ON IT Corporation;
0022F2;SunPower Corp;
0022ED;TSI Power Corporation;
00228D;GBS Laboratories LLC;
002287;Titan Wireless LLC;
002288;Sagrad;
002281;Daintree Networks Pty;
00227A;Telecom Design;
00226B;Cisco-Linksys;
00225D;Digicable Network India Pvt. Ltd.;
00225C;Multimedia & Communication Technology;
00216F;SymCom;
002169;Prologix;
002156;Cisco Systems;
002150;EYEVIEW ELECTRONICS;
00214A;Pixel Velocity;
0021A3;Micromint;
002199;Vacon Plc;
002195;GWD Media Limited;
00218F;Avantgarde Acoustic Lautsprechersysteme GmbH;
002188;EMC Corporation;
002182;SandLinks Systems;
002175;Pacific Satellite International Ltd.;
00222A;SoundEar A/S;
00221E;Media Devices Co.;
002225;Thales Avionics Ltd;
002212;CAI Networks;
00220B;National Source Coding Center;
002205;WeLink Solutions;
002206;Cyberdyne Inc.;
0022B3;Sei S.p.A.;
0022AC;Hangzhou Siyuan Tech. Co.;
0022A7;Tyco Electronics AMP GmbH;
0022A0;Delphi Corporation;
00229A;Lastar;
002299;SeaMicro Inc.;
0021FA;A4SP Technologies Ltd.;
0021F4;INRange Systems;
0021ED;Telegesis;
0021E7;Informatics Services Corporation;
0021DB;Santachi Video Technology (Shenzhen) Co.;
0021E1;Nortel Networks;
0021D5;X2E GmbH;
0021DA;Automation Products Group Inc.;
0021CE;NTC-Metrotek;
0021C8;LOHUIS Networks;
0021C2;GL Communications Inc;
0021BB;Riken Keiki Co.;
0021B5;Galvanic Ltd;
0021AF;Radio Frequency Systems;
0021B6;Triacta Power Technologies Inc.;
0021A9;Mobilink Telecom Co.;
0021A8;Telephonics Corporation;
00210D;SAMSIN INNOTEC;
002141;RADLIVE;
002137;Bay Controls;
00212D;SCIMOLEX CORPORATION;
002133;Building B;
002121;VRmagic GmbH;
002126;Shenzhen Torch Equipment Co.;
002257;3COM EUROPE LTD;
00224E;SEEnergy Corp.;
002247;DAC ENGINEERING CO.;
00223D;JumpGen Systems;
002237;Shinhint Group;
002238;LOGIPLUS;
002231;SMT&C Co.;
00222B;Nucomm;
001EF6;Cisco Systems;
001EEA;Sensor Switch;
001EEF;Cantronic International Limited;
001EDE;BYD COMPANY LIMITED;
001EE3;T&W Electronics (ShenZhen) Co.;
001EDD;WASKO S.A.;
001ED9;Mitsubishi Precision Co.;
001ED4;Doble Engineering;
001ED3;Dot Technology Int'l Co.;
001ECD;KYLAND Technology Co. LTD;
001EC6;Obvius Holdings LLC;
001F9D;Cisco Systems;
001FA2;Datron World Communications;
001F91;DBS Lodging Technologies;
001F96;APROTECH CO.LTD;
001F8F;Shanghai Bellmann Digital Source Co.;
001F85;Apriva ISS;
001F87;Skydigital Inc.;
001F86;digEcor;
001F80;Lucas Holding bv;
001F3E;RP-Technik e.K.;
001F42;Etherstack plc;
001F39;Construcciones y Auxiliar de Ferrocarriles;
001F2B;Orange Logic;
001F2C;Starbridge Networks;
001F26;Cisco Systems;
001F1A;Prominvest;
001EC1;3COM EUROPE LTD;
001EBA;High Density Devices AS;
001EB3;Primex Wireless;
001EB4;UNIFAT TECHNOLOGY LTD.;
001EA8;Datang Mobile Communications Equipment CO.;
001E9C;Fidustron INC;
001E95;SIGMALINK;
001E96;Sepura Plc;
001E8B;Infra Access Korea Co.;
001FEF;SHINSEI INDUSTRIES CO.;
